date,cases_raw,deaths_raw,hosp_nice,hosp_combined,icu_daily,rt_rivm,rt_low,rt_up,prevalence_rivm,sewage_rna,radar_contact_rate,radar_infected_contact,radar_infectious_contact,coronamelder_positives,cases_sm7,deaths_sm7,hosp_sm7,radar_c_sm7,radar_z_sm7,radar_cI_sm7,radar_I_frac_sm7,radar_I_count_sm7,cm_positives_sm7,sewage_sm7,hosp_nice_old,hosp_combined_old,icu_daily_old,radar_contact_rate_old,radar_infected_contact_old,radar_infectious_contact_old,hosp_sm7_old,radar_c_sm7_old,radar_cI_sm7_old,radar_I_frac_sm7_old,hosp_adm,hosp_notif,icu_adm,icu_notif,icu_sm7,tests_total,tests_positive,prev_json_avg,prev_json_low,prev_json_up,positivity_rate
2020-10-11,6342.0,18.0,170,170,19,1.12,1.09,1.14,114293.0,93043386487647.0,2.36203511056924,0.0074940443350338,0.0055376442893299,233.0,6564.14285714286,20.7143,206.571428571429,2.94367273653916,,0.0070935205083284,0.0024097517432145,,284.285714285714,47100951679575.8,,,,,,,,,,,170,121,19,22,29.7142857142857,35576.0,5503.0,154222.0,114293.0,195101.0,0.1546829323139195
2020-10-12,6803.0,13.0,256,256,41,1.09,1.06,1.11,115322.0,32786395711665.5,1.70767826510679,0.012554984105434,0.0088560843420601,320.0,6849.0,22.8571,215.142857142857,2.87916629714452,,0.0073042092971239,0.002536918171197,,385.857142857143,46501608421700.1,,,,,,,,,,,256,277,41,39,31.8571428571429,42346.0,6928.0,154966.0,115322.0,195560.0,0.1636045907523733
2020-10-13,7332.0,38.0,258,258,36,1.07,1.05,1.09,116031.0,28766797921011.0,3.29566062036575,0.009136075874722,0.0075343319835146,483.0,7133.28571428572,23.4286,219.428571428571,2.74596543665605,,0.0076412253835195,0.0027827099647782,,482.142857142857,45060408047613.8,,,,,,,,,,,258,268,36,34,35.7142857142857,44659.0,6882.0,155997.0,116031.0,196094.0,0.15410107705053852
2020-10-14,7251.0,28.0,218,218,35,1.07,1.05,1.09,117381.0,33405209255784.3,2.83106111429872,0.0126574870288318,0.0072578065632807,616.0,7365.71428571429,24.2857,227.571428571429,2.69174239958558,,0.0076914158284644,0.002857411552327,,582.428571428572,44503465162472.6,,,,,,,,,,,218,212,35,37,36.1428571428572,46114.0,6906.0,157594.0,117381.0,197879.0,0.14975929218892312
2020-10-15,7777.0,27.0,227,227,37,1.07,1.05,1.1,117424.0,23917693931346.1,3.01136970460518,0.0105192969767867,0.0080240415402042,777.0,7623.71428571429,23.5714,232.142857142857,2.63583160333226,,0.0084389393611727,0.0032016231046414,,678.0,38070092215822.0,,,,,,,,,,,227,189,37,38,39.2857142857143,46854.0,6655.0,158506.0,117424.0,199134.0,0.14203696589405387
2020-10-16,7950.0,20.0,245,245,55,1.08,1.05,1.1,115709.0,61470285053695.8,2.7334000914975,0.0094862377721227,0.0082689847888741,747.0,7792.71428571429,25.7143,239.285714285714,2.61315966945928,,0.0080113470919342,0.0030657702189288,,763.0,37934236242670.8,,,,,,,,,,,245,213,55,46,41.7142857142857,46888.0,6528.0,158251.0,115709.0,199862.0,0.13922538815901722
2020-10-17,8105.0,26.0,219,219,30,1.07,1.04,1.09,114224.0,38134487776158.6,2.90099189065584,0.0078211513248862,0.0083610172919869,901.0,7908.71428571429,26.2857,238.714285714286,2.46342267339887,,0.0088294218073359,0.0035842090367519,,848.857142857143,40696110158353.1,,,,,,,,,,,219,158,30,37,43.5714285714286,43221.0,6453.0,157563.0,114224.0,199997.0,0.14930242243353925
2020-10-18,8148.0,13.0,202,202,41,1.03,1.01,1.06,114056.0,48009775861092.4,1.97065953679607,0.0131452901247396,0.0107703090182882,902.0,8117.85714285714,30.7143,249.714285714286,2.42057895907222,,0.0088578597812646,0.003659397165321,,935.428571428571,46637808815517.2,,,,,,,,,,,202,289,41,30,45.4285714285714,40149.0,6651.0,156706.0,114056.0,200216.0,0.16565792423223494
2020-10-19,7986.0,28.0,306,306,58,0.99,0.97,1.01,113250.0,31835403899607.1,1.54897472799592,0.0089459513645936,0.0058629384573905,915.0,8328.42857142857,32.8571,260.0,2.30807253674198,,0.0081790130591595,0.0035436551187012,,1007.14285714286,47344357495800.1,,,,,,,,,,,306,266,58,51,46.2857142857143,48058.0,8568.0,155607.0,113250.0,199346.0,0.17828457280785717
2020-10-20,8144.0,42.0,254,254,49,0.96,0.94,0.98,112559.0,48099915330787.4,2.24750164794286,0.0138435865982294,0.0132608549913266,1084.0,8617.28571428571,37.2857,272.571428571429,2.28237186570891,,0.0074603454357745,0.0032686809489116,,1063.85714285714,44135946483174.7,,,,,,,,,,,254,299,49,59,46.1428571428572,49725.0,8377.0,154641.0,112559.0,197410.0,0.16846656611362493
2020-10-21,8715.0,59.0,295,295,48,0.93,0.91,0.95,111663.0,74997099855933.2,2.53115511401219,0.0085442726844709,0.007456872380782,1222.0,8694.0,40.4286,272.285714285714,2.22431242988053,,0.007139279759851,0.003209656909679,,1108.71428571429,44087364777364.6,,,,,,,,,,,295,241,48,41,47.0,48706.0,8229.0,153594.0,111663.0,195820.0,0.1689524904529216
2020-10-22,9251.0,42.0,299,299,43,0.91,0.89,0.93,110789.0,28863534693325.8,2.22382474829346,0.010340873713636,0.003272114485468,1279.0,8982.57142857143,42.2857,281.714285714286,2.25820550157742,,0.0065111326807296,0.0028833215914944,,1177.28571428571,45817835707172.7,,,,,,,,,,,299,285,43,56,47.8571428571429,48709.0,8905.0,152349.0,110789.0,194790.0,0.1828204233303907
2020-10-23,9972.0,51.0,333,333,54,0.9,0.88,0.92,109971.0,39011407965318.4,2.553495394266,0.0093313771327966,0.0032383114251793,1144.0,9313.57142857143,42.4286,288.571428571429,2.23796962715401,,0.0066025805748068,0.0029502547732085,,1250.14285714286,47322902327082.7,,,,,,,,,,,333,284,54,50,48.1428571428572,47328.0,8810.0,151024.0,109971.0,193326.0,0.18614773495605139
2020-10-24,8642.0,48.0,217,217,36,0.88,0.86,0.9,109037.0,37794415835487.9,2.49457583985721,0.012646869753747,0.0061135575605221,1215.0,9616.71428571429,46.5714,296.0,2.32093670110643,,0.0054899116919421,0.0023653862207121,,1299.28571428571,49803239768020.9,,,,,,,,,,,217,218,36,19,48.2857142857143,40923.0,8598.0,149699.0,109037.0,191108.0,0.21010189868777948
2020-10-25,10168.0,26.0,268,268,47,0.85,0.83,0.87,107839.0,60123072369749.3,2.2079110386743,0.0087436488778894,0.0063732794644387,1382.0,9525.57142857143,45.2857,296.0,2.38170484736509,,0.0050803985691667,0.0021330932650144,,1309.71428571429,49747805092495.7,,,,,,,,,,,268,226,47,41,48.7142857142857,37199.0,7488.0,148167.0,107839.0,189043.0,0.20129573375628376
2020-10-26,10303.0,29.0,354,354,60,0.83,0.81,0.85,106009.0,42370870238976.6,1.40732360703203,0.0139832910664108,0.0065030737159307,1425.0,9667.57142857143,48.7143,293.428571428571,2.47439264784853,,0.0057748606482547,0.0023338497442093,,1348.0,53224080472183.7,,,,,,,,,,,354,306,60,70,49.1428571428572,46100.0,8434.0,146452.0,106009.0,187271.0,0.18295010845986984
2020-10-27,10266.0,71.0,306,306,50,0.83,0.8,0.85,104378.0,65462277417355.3,2.8282711656098,0.011896313658181,0.0054721728112739,1428.0,9823.85714285714,53.7143,288.428571428571,2.54087764769061,,0.0066783172942757,0.002628350601748,,1389.28571428571,53292734560108.0,,,,,,,,,,,306,339,50,52,47.4285714285714,46631.0,8032.0,144588.0,104378.0,185371.0,0.1722459308185542
2020-10-28,8077.0,50.0,295,295,51,0.83,0.81,0.85,103185.0,74609057127256.4,2.9565321378228,0.0114596945736012,0.004590280521354,1295.0,9985.14285714286,54.4286,289.285714285714,2.64604580131312,,0.0066445837737169,0.0025111370976343,,1413.71428571429,58308416705329.8,,,,,,,,,,,295,378,51,53,49.1428571428572,46727.0,7264.0,142865.0,103185.0,183453.0,0.15545616024996256
2020-10-29,10245.0,66.0,281,281,46,0.84,0.82,0.87,101397.0,53197462351142.2,2.87263935167755,0.0126695392740067,0.0081333490390842,1547.0,9772.42857142857,54.8571,284.571428571429,2.65280346071525,,0.0065740920876361,0.0024781677892804,,1404.71428571429,58956884493092.6,,,,,,,,,,,281,286,46,55,48.5714285714286,46481.0,7098.0,140684.0,101397.0,180962.0,0.15270755792689486
2020-10-30,11066.0,86.0,298,298,42,0.85,0.83,0.88,99522.0,39491986580788.5,3.01889039316061,0.0130562917719065,0.0095625079473264,1433.0,9481.14285714286,55.8571,291.142857142857,2.64855052470573,,0.0066438303799955,0.0025084778704509,,1365.28571428571,56522993175289.9,,,,,,,,,,,298,267,42,38,48.5714285714286,43616.0,6819.0,138360.0,99522.0,178083.0,0.15634170946441672
2020-10-31,9771.0,53.0,223,223,48,0.86,0.84,0.88,98542.0,72904190852040.3,3.23075291521476,0.0132016062505056,0.0058774229166102,1386.0,9120.0,61.5714,281.428571428571,2.65849525167891,0.0082,0.0069466087070158,0.0026129851849947,42393.3,1320.14285714286,51851317797867.4,,,,,,,,2.1343,0.0052,0.0024364,223,241,48,40,45.8571428571429,34788.0,5786.0,136758.0,98542.0,175834.0,0.1663217201333793
2020-11-01,8679.0,29.0,235,235,43,0.86,0.84,0.89,96726.0,64662346884088.9,2.2552146544892,0.0170057510815077,0.005879837661873,1319.0,9051.85714285714,70.0,273.857142857143,2.67115807755518,0.0109,0.0074099494326185,0.0027740587481069,53672.5,1279.42857142857,43961915254663.1,,,,2.376953125,0.0051125919117647,0.0032379748774509,,2.2369,0.0069,0.00308463,235,202,43,51,44.2857142857143,28769.0,5195.0,134470.0,96726.0,173122.0,0.18057631478327366
2020-11-02,8264.0,36.0,400,400,60,0.87,0.85,0.9,94866.0,25333631014357.7,1.37755305496536,0.0092572712485113,0.006991241762447,1149.0,8580.57142857143,73.1429,269.0,2.74154412028185,0.0103,0.0073844337693778,0.0026935308882129,49376.6,1206.85714285714,41730097063380.7,,,,1.5066942418635,0.0144769783389572,0.0091687529480062,,2.3258,0.0066,0.00283773,400,332,60,49,42.8571428571429,44461.0,7083.0,131930.0,94866.0,170122.0,0.15930815771125256
2020-11-03,7738.0,111.0,238,238,31,0.89,0.87,0.92,92438.0,32760549775397.5,2.8978842544221,0.0209381920915683,0.0075916211004156,1112.0,8032.0,77.1429,261.857142857143,2.84294113390691,0.0114,0.0072765948944776,0.0025595306240047,52354.9,1123.28571428571,42731640894347.9,,,,2.51937796136557,0.0051026606730652,0.0032316850929413,,2.3929,0.0072,0.0030089,238,351,31,48,41.8571428571429,39944.0,5846.0,129167.0,92438.0,166713.0,0.14635489685559783
2020-11-04,7600.0,109.0,242,242,40,0.92,0.9,0.95,90536.0,19383239324826.8,3.04517191895664,0.0117740090222875,0.0078336656005732,1010.0,7581.28571428571,78.4286,252.571428571429,2.93154338128893,0.0108,0.0075695678370643,0.0025821101217121,49118.4,1041.28571428571,40253078245765.2,,,,2.54454976303318,0.0187203791469194,0.0118562401263823,,2.4443,0.0069,0.00282289,242,246,40,40,40.5714285714286,39249.0,5604.0,126577.0,90536.0,163544.0,0.14278070778873347
