date,cases_raw,deaths_raw,hosp_nice,hosp_combined,icu_daily,rt_rivm,rt_low,rt_up,prevalence_rivm,sewage_rna,radar_contact_rate,radar_infected_contact,radar_infectious_contact,coronamelder_positives,cases_sm7,deaths_sm7,hosp_sm7,radar_c_sm7,radar_z_sm7,radar_cI_sm7,radar_I_frac_sm7,radar_I_count_sm7,cm_positives_sm7,sewage_sm7,hosp_nice_old,hosp_combined_old,icu_daily_old,radar_contact_rate_old,radar_infected_contact_old,radar_infectious_contact_old,hosp_sm7_old,radar_c_sm7_old,radar_cI_sm7_old,radar_I_frac_sm7_old,hosp_adm,hosp_notif,icu_adm,icu_notif,icu_sm7,tests_total,tests_positive,prev_json_avg,prev_json_low,prev_json_up,positivity_rate
2022-04-26,1910.0,6.0,65,65,3,1.01,0.94,1.08,,28779085073327.7,,,,,1664.0,5.1429,62.8571428571429,,,,,,,35851116556723.2,65.0,65.0,4.7,,,,62.8571,,,,65,104,3,10,4.57142857142857,,,,,,
2022-04-27,1752.0,2.0,42,42,9,1.04,0.97,1.11,,33764624358313.9,,,,,1591.57142857143,4.7143,59.5714285714286,,,,,,,34980643277063.3,42.0,42.0,4.7,,,,59.5714,,,,42,34,9,3,4.85714285714286,,,,,,
2022-04-28,1243.0,3.0,66,66,3,1.03,0.96,1.11,,29609325803194.3,,,,,1554.57142857143,4.5714,58.2857142857143,,,,,,,33705581952629.2,66.0,66.0,4.7,,,,58.2857,,,,66,75,3,7,4.71428571428571,,,,,,
2022-04-29,1672.0,4.0,44,44,1,1.0,0.93,1.07,,34194373507425.6,,,,,1541.57142857143,4.0,54.8571428571429,,,,,,,31776727657589.9,44.0,44.0,4.7,,,,54.8571,,,,44,56,1,3,4.42857142857143,,,,,,
2022-04-30,1605.0,6.0,45,45,6,0.96,0.89,1.03,,36318763481862.5,,,,,1519.42857142857,4.0,53.1428571428572,,,,,,,31772348961674.4,45.0,45.0,4.7,,,,53.1429,,,,45,22,6,3,4.42857142857143,,,,,,
2022-05-01,1318.0,4.0,58,58,6,0.92,0.85,0.99,,33482162852070.0,,,,,1509.57142857143,4.1429,56.1428571428572,,,,,,,31960822306449.2,58.0,58.0,4.7,,,,56.1429,,,,58,27,6,5,4.28571428571429,,,,,,
2022-05-02,1291.0,3.0,64,64,3,0.89,0.83,0.96,,26288758526935.6,,,,,1576.85714285714,4.2857,52.8571428571429,,,,,,,32258677872688.6,64.0,64.0,3.4,,,,52.8571,,,,64,104,3,7,4.0,,,,,,
2022-05-03,1755.0,6.0,53,53,3,0.89,0.82,0.96,,28748434201918.7,,,,,1524.0,4.0,52.2857142857143,,,,,,,31814301176082.0,53.0,53.0,3.4,,,,52.2857,,,,53,55,3,3,4.28571428571429,,,,,,
2022-05-04,1683.0,3.0,63,63,8,0.91,0.84,0.99,,35083937771737.7,,,,,1509.14285714286,3.5714,52.0,,,,,,,31654872255662.4,63.0,63.0,3.4,,,,52.0,,,,63,41,8,4,3.85714285714286,,,,,,
2022-05-05,1714.0,4.0,43,43,1,0.93,0.85,1.01,,31694314766869.9,,,,,1499.0,3.2857,48.8571428571429,,,,,,,31040434916312.3,43.0,43.0,3.4,,,,48.8571,,,,43,23,1,4,3.42857142857143,,,,,,
2022-05-06,1302.0,2.0,40,40,3,0.93,0.86,1.01,,31083736631179.3,,,,,1464.14285714286,3.1429,46.7142857142857,,,,,,,30990135174908.5,40.0,40.0,3.4,,,,46.7143,,,,40,56,3,3,3.42857142857143,,,,,,
2022-05-07,1501.0,3.0,43,43,3,0.91,0.84,0.99,,35202761038925.3,,,,,1440.85714285714,2.7143,46.1428571428572,,,,,,,31128478276920.1,43.0,43.0,3.4,,,,46.1429,,,,43,5,3,0,3.85714285714286,,,,,,
2022-05-08,1247.0,2.0,36,36,3,0.89,0.81,0.97,,29181101476619.9,,,,,1400.85714285714,3.1429,43.0,,,,,,,30576095567074.8,36.0,36.0,3.4,,,,43.0,,,,36,15,3,1,3.14285714285714,,,,,,
2022-05-09,1047.0,2.0,49,49,3,0.88,0.81,0.96,,25936660337108.4,,,,,1362.85714285714,3.1429,42.4285714285714,,,,,,,30328969760067.4,49.0,49.0,2.7,,,,42.4286,,,,49,133,3,7,3.14285714285714,,,,,,
2022-05-10,1592.0,3.0,49,49,6,0.91,0.83,1.0,,29716835916000.0,,,,,1359.42857142857,2.8571,42.5714285714286,,,,,,,31171047842647.1,49.0,49.0,2.7,,,,42.5714,,,,49,65,6,14,3.0,,,,,,
2022-05-11,1403.0,6.0,41,41,3,0.95,0.86,1.05,,31217258802820.8,,,,,1310.57142857143,2.8571,38.7142857142857,,,,,,,29866687016037.1,41.0,41.0,2.7,,,,38.7143,,,,41,44,3,2,2.85714285714286,,,,,,
2022-05-12,1448.0,4.0,39,39,1,0.99,0.9,1.09,,29964434117817.9,,,,,1275.57142857143,2.5714,38.5714285714286,,,,,,,29044851446346.8,39.0,39.0,2.7,,,,38.5714,,,,39,43,1,2,2.71428571428571,,,,,,
2022-05-13,1278.0,0.0,41,41,2,1.01,0.92,1.11,,36978283209237.4,,,,,1244.85714285714,2.4286,39.4285714285714,,,,,,,29469546979640.3,41.0,41.0,2.7,,,,39.4286,,,,41,27,2,3,3.14285714285714,,,,,,
2022-05-14,1159.0,3.0,16,16,2,0.99,0.89,1.09,,26072235252655.1,,,,,1197.85714285714,2.2857,38.5714285714286,,,,,,,29099100177771.6,16.0,16.0,2.7,,,,38.5714,,,,16,8,2,0,2.57142857142857,,,,,,
2022-05-15,1002.0,0.0,35,35,2,0.93,0.85,1.03,,23428252488788.0,,,,,1168.57142857143,1.4286,38.7142857142857,,,,,,,29571764270105.1,35.0,35.0,2.7,,,,38.7143,,,,35,18,2,2,2.71428571428571,,,,,,
2022-05-16,832.0,1.0,55,55,6,0.89,0.81,0.98,,28909529070163.0,,,,,1168.57142857143,1.4286,39.4285714285714,,,,,,,31729123899956.4,55.0,55.0,2.6,,,,39.4286,,,,55,97,6,4,2.85714285714286,,,,,,
2022-05-17,1263.0,2.0,43,43,2,0.9,0.81,1.0,,27123708302919.1,,,,,1136.14285714286,2.0,37.5714285714286,,,,,,,32183356495052.8,43.0,43.0,2.6,,,,37.5714,,,,43,37,2,1,2.71428571428571,,,,,,
2022-05-18,1198.0,0.0,42,42,4,0.95,0.85,1.05,,34525907449155.3,,,,,1135.42857142857,1.7143,38.8571428571429,,,,,,,31085679912404.2,42.0,42.0,2.6,,,,38.8571,,,,42,26,4,3,2.57142857142857,,,,,,
2022-05-19,1448.0,4.0,44,44,2,1.01,0.9,1.12,,45065951526777.0,,,,,1101.42857142857,1.7143,36.8571428571429,,,,,,,30285961088630.5,44.0,44.0,2.6,,,,36.8571,,,,44,65,2,4,2.57142857142857,,,,,,
2022-05-20,1051.0,4.0,28,28,1,1.06,0.95,1.18,,40157911374912.1,,,,,1087.0,1.5714,35.8571428571429,,,,,,,31361594695689.7,28.0,28.0,2.6,,,,35.8571,,,,28,31,1,2,2.28571428571429,,,,,,
2022-05-21,1154.0,1.0,25,25,1,1.08,0.97,1.2,,18388499174115.1,,,,,1064.14285714286,1.7143,35.4285714285714,,,,,,,29963234924243.4,25.0,25.0,2.6,,,,35.4286,,,,25,15,1,1,2.42857142857143,,,,,,
2022-05-22,764.0,0.0,21,21,2,1.08,0.97,1.2,,17830220722372.1,,,,,1044.0,2.4286,33.1428571428572,,,,,,,27757338480819.2,21.0,21.0,2.6,,,,33.1429,,,,21,12,2,0,2.0,,,,,,
2022-05-23,731.0,0.0,48,48,4,1.1,0.99,1.21,,36438964319577.3,,,,,989.428571428572,1.8571,30.0,,,,,,,23625737437511.7,48.0,48.0,2.0,,,,30.0,,,,48,52,4,9,2.0,,,,,,
2022-05-24,1103.0,3.0,40,40,3,1.14,1.02,1.26,,17335189902794.9,,,,,967.857142857143,1.5714,31.4285714285714,,,,,,,22203135521311.4,40.0,40.0,2.0,,,,31.4286,,,,40,38,3,2,2.28571428571429,,,,,,
2022-05-25,1057.0,5.0,26,26,1,1.18,1.07,1.31,,19084632345185.6,,,,,944.142857142857,1.7143,30.4285714285714,,,,,,,23659876243561.3,26.0,26.0,2.0,,,,30.4286,,,,26,38,1,2,2.14285714285714,,,,,,
2022-05-26,1066.0,0.0,22,22,2,1.22,1.1,1.35,,16144744223624.5,,,,,952.571428571428,1.8571,30.5714285714286,,,,,,,24840979364586.3,22.0,22.0,2.0,,,,30.5714,,,,22,4,2,0,2.0,,,,,,
2022-05-27,900.0,2.0,38,38,3,1.23,1.11,1.35,,30199697961510.5,,,,,977.285714285714,1.8571,29.7142857142857,,,,,,,22976954347386.1,38.0,38.0,2.0,,,,29.7143,,,,38,22,3,4,1.42857142857143,,,,,,
2022-05-28,988.0,2.0,18,18,0,1.21,1.1,1.32,,28585684229864.2,,,,,1010.85714285714,2.0,29.2857142857143,,,,,,,26397174687461.9,18.0,18.0,2.0,,,,29.2857,,,,18,8,0,0,1.42857142857143,,,,,,
2022-05-29,823.0,1.0,22,22,1,1.17,1.07,1.28,,26097942569547.3,,,,,1058.14285714286,1.5714,30.4285714285714,,,,,,,29237221090883.0,22.0,22.0,2.0,,,,30.4286,,,,22,10,1,1,2.0,,,,,,
2022-05-30,904.0,0.0,42,42,0,1.15,1.05,1.25,,23390789199175.8,,,,,1123.57142857143,1.7143,33.1428571428572,,,,,,,32604848004634.4,42.0,42.0,2.4,,,,33.1429,,,,42,79,0,4,1.85714285714286,,,,,,
2022-05-31,1338.0,4.0,37,37,3,1.17,1.07,1.27,,41276732283325.6,,,,,1203.14285714286,1.4286,34.1428571428571,,,,,,,34620680672473.6,37.0,37.0,2.4,,,,34.1429,,,,37,31,3,1,1.57142857142857,,,,,,
2022-06-01,1388.0,2.0,34,34,5,1.22,1.12,1.33,,38964957169133.1,,,,,1268.42857142857,1.1429,35.4285714285714,,,,,,,34845886317827.8,34.0,34.0,2.4,,,,35.4286,,,,34,13,5,1,2.14285714285714,,,,,,
2022-06-02,1524.0,1.0,41,41,1,1.28,1.17,1.39,,39718132619884.1,,,,,1327.85714285714,1.0,37.1428571428572,,,,,,,42541463133650.1,41.0,41.0,2.4,,,,37.1429,,,,41,41,1,6,2.42857142857143,,,,,,
2022-06-03,1457.0,0.0,45,45,1,1.31,1.21,1.42,,44310526636385.2,,,,,1337.71428571429,1.0,38.0,,,,,,,48810558674737.3,45.0,45.0,2.4,,,,38.0,,,,45,20,1,0,2.85714285714286,,,,,,
2022-06-04,1445.0,0.0,27,27,4,1.31,1.21,1.41,,30162123747343.4,,,,,1349.57142857143,0.4286,39.7142857142857,,,,,,,47759339522836.8,27.0,27.0,2.4,,,,39.7143,,,,27,10,4,3,2.57142857142857,,,,,,
2022-06-05,1239.0,0.0,34,34,3,1.28,1.19,1.38,,79966980280303.8,,,,,1416.71428571429,0.2857,42.1428571428571,,,,,,,52508214165441.2,34.0,34.0,2.4,,,,42.1429,,,,34,5,3,1,2.28571428571429,,,,,,
2022-06-06,973.0,0.0,48,48,3,1.25,1.16,1.34,,67274457986785.7,,,,,1546.71428571429,0.5714,45.7142857142857,,,,,,,52475168117723.1,48.0,48.0,3.3,,,,45.7143,,,,48,32,3,3,3.14285714285714,,,,,,
2022-06-07,1421.0,0.0,49,49,1,1.25,1.16,1.33,,33918198220022.0,,,,,1658.0,0.8571,49.0,,,,,,,53118228970716.9,49.0,49.0,3.3,,,,49.0,,,,49,75,1,4,4.0,,,,,,
2022-06-08,1858.0,1.0,51,51,3,1.28,1.19,1.36,,72207079667364.4,,,,,1799.42857142857,1.1429,51.8571428571429,,,,,,,60054321306674.1,51.0,51.0,3.3,,,,51.8571,,,,51,25,3,1,3.71428571428571,,,,,,
2022-06-09,2434.0,3.0,66,66,7,1.31,1.23,1.4,,39486810285856.9,,,,,1891.85714285714,1.4286,52.7142857142857,,,,,,,56454546124473.2,66.0,66.0,3.3,,,,52.7143,,,,66,50,7,4,3.28571428571429,,,,,,
2022-06-10,2236.0,2.0,68,68,7,1.32,1.24,1.4,,48811952607342.2,,,,,2007.71428571429,1.4286,55.0,,,,,,,56719787685213.2,68.0,68.0,3.3,,,,55.0,,,,68,50,7,3,3.57142857142857,,,,,,
2022-06-11,2435.0,2.0,47,47,2,1.28,1.21,1.36,,78714770099043.8,,,,,2216.0,1.4286,57.0,,,,,,,62983968527299.8,47.0,47.0,3.3,,,,57.0,,,,47,18,2,2,4.14285714285714,,,,,,
2022-06-12,1886.0,2.0,40,40,0,1.21,1.14,1.28,,54768554004897.2,,,,,2437.42857142857,1.4286,60.5714285714286,,,,,,,65556855764639.9,40.0,40.0,3.3,,,,60.5714,,,,40,11,0,1,4.28571428571429,,,,,,
2022-06-13,1784.0,0.0,64,64,5,1.14,1.08,1.21,,69131148911965.8,,,,,2684.14285714286,1.7143,60.1428571428572,,,,,,,75038034070479.3,64.0,64.0,4.1,,,,60.1429,,,,64,121,5,3,4.14285714285714,,,,,,
2022-06-14,2879.0,0.0,63,63,5,1.13,1.07,1.19,,77767464114628.1,,,,,2916.85714285714,1.5714,62.5714285714286,,,,,,,82741456298711.3,63.0,63.0,4.1,,,,62.5714,,,,63,56,5,10,3.71428571428571,,,,,,
2022-06-15,3408.0,1.0,76,76,4,1.14,1.08,1.2,,90217290328745.3,,,,,3117.0,1.5714,64.0,,,,,,,85291171607661.1,76.0,76.0,4.1,,,,64.0,,,,76,37,4,1,3.85714285714286,,,,,,
2022-06-16,4161.0,5.0,63,63,6,1.16,1.1,1.22,,105855058426733.0,,,,,3344.0,1.2857,70.1428571428571,,,,,,,93897624848646.9,63.0,63.0,4.1,,,,70.1429,,,,63,95,6,7,4.14285714285714,,,,,,
2022-06-17,3865.0,1.0,85,85,4,1.16,1.1,1.22,,102735908204966.0,,,,,3505.14285714286,1.2857,73.5714285714286,,,,,,,98585977789215.1,85.0,85.0,4.1,,,,73.5714,,,,85,64,4,4,4.0,,,,,,
2022-06-18,3836.0,2.0,57,57,3,1.13,1.07,1.19,,96562777261692.1,,,,,3777.28571428571,1.5714,76.1428571428571,,,,,,,103153055978745.0,57.0,57.0,4.1,,,,76.1429,,,,57,16,3,3,4.42857142857143,,,,,,
2022-06-19,3475.0,0.0,83,83,2,1.08,1.03,1.14,,115013726691798.0,,,,,3979.14285714286,1.5714,76.0,,,,,,,108267353958813.0,83.0,83.0,4.1,,,,76.0,,,,83,18,2,1,4.57142857142857,,,,,,
2022-06-20,2912.0,0.0,88,88,4,1.05,1.0,1.1,,101949619495943.0,,,,,4170.85714285714,1.1429,81.8571428571429,,,,,,,109632135200186.0,88.0,88.0,5.4,,,,81.8571,,,,88,145,4,4,4.71428571428571,,,,,,
2022-06-21,4784.0,2.0,81,81,8,1.06,1.01,1.11,,109737011441336.0,,,,,4358.71428571429,1.5714,88.1428571428572,,,,,,,116471130069097.0,81.0,81.0,5.4,,,,88.1429,,,,81,92,8,3,4.71428571428571,,,,,,
2022-06-22,4821.0,1.0,75,75,5,1.08,1.03,1.14,,126017376189220.0,,,,,4505.57142857143,1.2857,92.5714285714286,,,,,,,121818244913657.0,75.0,75.0,5.4,,,,92.5714,,,,75,71,5,8,5.14285714285714,,,,,,
2022-06-23,5503.0,2.0,104,104,7,1.11,1.05,1.16,,115408527116350.0,,,,,4649.57142857143,1.5714,93.5714285714286,,,,,,,119280060099903.0,104.0,104.0,5.4,,,,93.5714,,,,104,87,7,4,5.42857142857143,,,,,,
2022-06-24,5180.0,4.0,129,129,4,1.1,1.05,1.16,,150608872287338.0,,,,,4734.0,1.8571,99.7142857142857,,,,,,,127012727122451.0,129.0,129.0,5.4,,,,99.7143,,,,129,112,4,10,5.57142857142857,,,,,,
2022-06-25,4864.0,0.0,88,88,6,1.07,1.02,1.12,,133992581173614.0,,,,,4874.71428571429,2.1429,100.714285714286,,,,,,,126892943368982.0,88.0,88.0,5.4,,,,100.7143,,,,88,21,6,4,5.0,,,,,,
2022-06-26,4483.0,2.0,90,90,4,1.03,0.98,1.07,,97246432995521.7,,,,,5082.57142857143,3.1429,104.714285714286,,,,,,,132263505181749.0,90.0,90.0,5.4,,,,104.7143,,,,90,49,4,2,5.14285714285714,,,,,,
2022-06-27,3503.0,2.0,131,131,5,1.0,0.96,1.05,,156078288653778.0,,,,,5225.57142857143,4.0,108.857142857143,,,,,,,139709311258670.0,131.0,131.0,4.9,,,,108.8571,,,,131,163,5,4,5.42857142857143,,,,,,
2022-06-28,5769.0,4.0,88,88,4,1.01,0.97,1.06,,108898525167054.0,,,,,5352.85714285714,3.7143,104.571428571429,,,,,,,134003007943268.0,88.0,88.0,4.9,,,,104.5714,,,,88,132,4,5,5.28571428571429,,,,,,
2022-06-29,6276.0,8.0,103,103,6,1.05,1.0,1.1,,163611308878585.0,,,,,5468.85714285714,3.7143,104.428571428571,,,,,,,131864416638439.0,103.0,103.0,4.9,,,,104.4286,,,,103,54,6,7,5.14285714285714,,,,,,
2022-06-30,6504.0,8.0,133,133,9,1.08,1.03,1.13,,167529169654798.0,,,,,5438.14285714286,3.5714,108.571428571429,,,,,,,140687866772011.0,133.0,133.0,4.9,,,,108.5714,,,,133,137,9,7,4.85714285714286,,,,,,
2022-07-01,6071.0,2.0,99,99,3,1.09,1.04,1.14,,110664749079527.0,,,,,5481.14285714286,3.5714,107.857142857143,,,,,,,136860974841429.0,99.0,99.0,4.9,,,,107.8571,,,,99,109,3,2,5.57142857142857,,,,,,
2022-07-02,5676.0,0.0,87,87,5,1.06,1.01,1.1,,119022442039806.0,,,,,5608.28571428572,4.2857,112.285714285714,,,,,,,139733112325187.0,87.0,87.0,4.9,,,,112.2857,,,,87,22,5,1,5.85714285714286,,,,,,
2022-07-03,4268.0,1.0,119,119,2,1.01,0.97,1.05,,159010583930531.0,,,,,5629.42857142857,3.5714,114.142857142857,,,,,,,136767276066319.0,119.0,119.0,4.9,,,,114.1429,,,,119,50,2,1,6.14285714285714,,,,,,
2022-07-04,3804.0,2.0,126,126,10,0.97,0.93,1.01,,129290045139701.0,,,,,5741.28571428572,3.1429,112.857142857143,,,,,,,135328596866549.0,126.0,126.0,7.4,,,,112.8571,,,,126,177,10,8,5.57142857142857,,,,,,
2022-07-05,6659.0,9.0,119,119,6,0.96,0.92,1.0,,129003487553362.0,,,,,5828.0,3.4286,115.285714285714,,,,,,,141919539821174.0,119.0,119.0,7.4,,,,115.2857,,,,119,131,6,7,6.28571428571429,,,,,,
2022-07-06,6424.0,3.0,116,116,8,0.98,0.93,1.02,,142850455066509.0,,,,,5903.42857142857,3.5714,120.428571428571,,,,,,,146025125916711.0,116.0,116.0,7.4,,,,120.4286,,,,116,133,8,6,6.71428571428571,,,,,,
2022-07-07,7287.0,5.0,124,124,5,0.98,0.94,1.03,,157458415256409.0,,,,,6026.42857142857,3.4286,120.571428571429,,,,,,,142234611337961.0,124.0,124.0,7.4,,,,120.5714,,,,124,113,5,5,7.42857142857143,,,,,,
2022-07-08,6678.0,4.0,116,116,8,0.96,0.92,1.01,,156801349761902.0,,,,,6068.28571428572,3.4286,125.142857142857,,,,,,,145548641132554.0,116.0,116.0,7.4,,,,125.1429,,,,116,115,8,8,7.28571428571429,,,,,,
2022-07-09,6204.0,1.0,123,123,8,0.92,0.88,0.96,,147761544708562.0,,,,,6166.71428571429,2.4286,131.0,,,,,,,149864483500724.0,123.0,123.0,7.4,,,,131.0,,,,123,26,8,5,8.14285714285714,,,,,,
2022-07-10,5129.0,0.0,120,120,7,0.86,0.82,0.9,,132476981879281.0,,,,,6222.71428571429,2.5714,135.857142857143,,,,,,,154434861893305.0,120.0,120.0,7.4,,,,135.8571,,,,120,77,7,8,7.71428571428571,,,,,,
2022-07-11,4097.0,2.0,158,158,9,0.82,0.78,0.86,,152488253701850.0,,,,,6189.0,2.4286,139.857142857143,,,,,,,157468070148218.0,158.0,158.0,6.6,,,,139.8571,,,,158,231,9,16,7.71428571428571,,,,,,
2022-07-12,7348.0,2.0,160,160,12,0.81,0.77,0.85,,159214384130553.0,,,,,6166.85714285714,2.5714,141.714285714286,,,,,,,161964312219050.0,160.0,160.0,6.6,,,,141.7143,,,,160,186,12,6,6.85714285714286,,,,,,
2022-07-13,6816.0,4.0,150,150,5,0.82,0.78,0.87,,174843103814581.0,,,,,6085.42857142857,3.5714,139.0,,,,,,,165960354917599.0,150.0,150.0,6.6,,,,139.0,,,,150,163,5,6,6.42857142857143,,,,,,
2022-07-14,7051.0,4.0,152,152,5,0.86,0.82,0.9,,178690873040800.0,,,,,5949.0,3.5714,136.142857142857,,,,,,,168422785065332.0,152.0,152.0,6.6,,,,136.1429,,,,152,173,5,11,6.57142857142857,,,,,,
2022-07-15,6523.0,5.0,129,129,2,0.89,0.85,0.94,,188275044257724.0,,,,,5826.71428571429,3.7143,135.142857142857,,,,,,,169033169672852.0,129.0,129.0,6.6,,,,135.1429,,,,129,122,2,3,6.14285714285714,,,,,,
2022-07-16,5634.0,8.0,104,104,5,0.9,0.85,0.95,,175733843598406.0,,,,,5493.0,4.2857,133.142857142857,,,,,,,171544750461680.0,104.0,104.0,6.6,,,,133.1429,,,,104,30,5,4,5.14285714285714,,,,,,
2022-07-17,4174.0,0.0,100,100,8,0.89,0.84,0.93,,149713992913408.0,,,,,5162.42857142857,4.7143,134.285714285714,,,,,,,167358694122160.0,100.0,100.0,6.6,,,,134.2857,,,,100,21,8,2,5.28571428571429,,,,,,
2022-07-18,3241.0,3.0,151,151,6,0.87,0.83,0.92,,156760945954495.0,,,,,4797.57142857143,4.5714,132.428571428571,,,,,,,172963571367984.0,151.0,151.0,6.6,,,,132.4286,,,,151,291,6,14,5.42857142857143,,,,,,
2022-07-19,5012.0,6.0,146,146,5,0.87,0.82,0.92,,176795449652346.0,,,,,4527.0,4.7143,133.714285714286,,,,,,,163734114508754.0,146.0,146.0,6.6,,,,133.7143,,,,146,123,5,3,6.42857142857143,,,,,,
2022-07-20,4502.0,7.0,158,158,6,0.88,0.84,0.93,,145540709437940.0,,,,,4317.85714285714,4.4286,131.571428571429,,,,,,,154418946709416.0,158.0,158.0,6.6,,,,131.5714,,,,158,110,6,4,6.0,,,,,,
2022-07-21,4497.0,3.0,139,139,6,0.9,0.85,0.95,,217925013761572.0,,,,,4188.42857142857,4.8571,132.571428571429,,,,,,,149332293372530.0,139.0,139.0,6.6,,,,132.5714,,,,139,157,6,9,6.57142857142857,,,,,,
2022-07-22,4629.0,6.0,138,138,9,0.9,0.85,0.95,,123668846243112.0,,,,,4079.85714285714,4.5714,135.714285714286,,,,,,,141318449309670.0,138.0,138.0,6.6,,,,135.7143,,,,138,102,9,9,6.28571428571429,,,,,,
2022-07-23,4170.0,6.0,89,89,2,0.87,0.82,0.92,,110527669003039.0,,,,,3999.71428571429,5.2857,130.571428571429,,,,,,,132512479287878.0,89.0,89.0,6.6,,,,130.5714,,,,89,20,2,2,6.0,,,,,,
2022-07-24,3268.0,3.0,107,107,12,0.83,0.78,0.88,,114107419555208.0,,,,,3945.57142857143,5.1429,123.428571428571,,,,,,,125765441566172.0,107.0,107.0,6.6,,,,123.4286,,,,107,59,12,4,6.28571428571429,,,,,,
2022-07-25,2481.0,1.0,173,173,4,0.81,0.76,0.86,,100664037514471.0,,,,,3828.71428571429,5.4286,114.857142857143,,,,,,,110234352075409.0,173.0,173.0,5.6,,,,114.8571,,,,173,227,4,14,5.85714285714286,,,,,,
2022-07-26,4451.0,11.0,110,110,3,0.82,0.77,0.87,,115153659499803.0,,,,,3629.71428571429,5.1429,109.857142857143,,,,,,,114600195720062.0,110.0,110.0,5.6,,,,109.8571,,,,110,121,3,3,5.71428571428571,,,,,,
2022-07-27,4123.0,6.0,108,108,8,0.85,0.79,0.9,,98311445386001.6,,,,,3448.0,4.5714,107.571428571429,,,,,,,111676608523384.0,108.0,108.0,5.6,,,,107.5714,,,,108,220,8,6,6.42857142857143,,,,,,
2022-07-28,3679.0,5.0,79,79,3,0.87,0.81,0.93,,109207387326231.0,,,,,3320.0,4.1429,102.857142857143,,,,,,,113997393326886.0,79.0,79.0,5.6,,,,102.8571,,,,79,103,3,6,5.57142857142857,,,,,,
2022-07-29,3236.0,4.0,103,103,8,0.87,0.81,0.93,,154229751755680.0,,,,,3260.14285714286,4.5714,94.2857142857143,,,,,,,113067665243459.0,103.0,103.0,5.6,,,,94.2857,,,,103,60,8,5,5.85714285714286,,,,,,
2022-07-30,2898.0,2.0,73,73,7,0.84,0.79,0.9,,90062558626295.3,,,,,3095.0,3.4286,91.0,,,,,,,108571696915474.0,73.0,73.0,5.6,,,,91.0,,,,73,45,7,1,5.85714285714286,,,,,,
2022-07-31,2372.0,0.0,74,74,6,0.82,0.76,0.87,,130352913179722.0,,,,,2923.0,3.4286,89.1428571428572,,,,,,,104382533322649.0,74.0,74.0,5.6,,,,89.1429,,,,74,18,6,2,5.42857142857143,,,,,,
2022-08-01,2062.0,4.0,113,113,6,0.81,0.75,0.87,,94155940930479.2,,,,,2745.28571428571,3.2857,92.0,,,,,,,99561638331563.9,113.0,113.0,4.9,,,,92.0,,,,113,184,6,11,5.85714285714286,,,,,,
2022-08-02,3295.0,3.0,87,87,3,0.83,0.77,0.9,,83681881203910.3,,,,,2636.0,3.0,87.7142857142857,,,,,,,87950548238625.3,87.0,87.0,4.9,,,,87.7143,,,,87,131,3,8,5.42857142857143,,,,,,
2022-08-03,2919.0,6.0,95,95,5,0.87,0.8,0.94,,68987300236223.5,,,,,2512.71428571429,4.4286,86.8571428571429,,,,,,,86508772378336.1,95.0,95.0,4.9,,,,86.8571,,,,95,111,5,9,5.14285714285714,,,,,,
2022-08-04,2435.0,4.0,99,99,6,0.91,0.84,0.98,,75461122388637.2,,,,,2404.0,5.0,84.1428571428572,,,,,,,75897445541745.3,99.0,99.0,4.9,,,,84.1429,,,,99,92,6,7,4.85714285714286,,,,,,
2022-08-05,2471.0,2.0,73,73,5,0.93,0.86,1.0,,72952121105109.4,,,,,2284.71428571429,4.5714,78.8571428571429,,,,,,,70356224343878.0,73.0,73.0,4.9,,,,78.8571,,,,73,93,5,1,4.28571428571429,,,,,,
2022-08-06,2035.0,12.0,67,67,5,0.92,0.85,1.0,,79970127604270.9,,,,,2123.42857142857,4.7143,75.1428571428571,,,,,,,66481057820290.8,67.0,67.0,4.9,,,,75.1429,,,,67,21,5,2,4.71428571428571,,,,,,
2022-08-07,1611.0,4.0,55,55,4,0.89,0.82,0.97,,56073625323586.4,,,,,2008.57142857143,4.4286,72.8571428571429,,,,,,,64353643353818.3,55.0,55.0,4.9,,,,72.8571,,,,55,27,4,2,4.57142857142857,,,,,,
2022-08-08,1227.0,1.0,76,76,2,0.87,0.8,0.94,,55367392545407.9,,,,,1912.0,4.1429,69.2857142857143,,,,,,,61906067583155.4,76.0,76.0,4.6,,,,69.2857,,,,76,177,2,5,4.28571428571429,,,,,,
2022-08-09,2166.0,4.0,61,61,6,0.86,0.79,0.93,,56555715538800.5,,,,,1828.28571428571,4.5714,69.8571428571429,,,,,,,60951980640102.7,61.0,61.0,4.6,,,,69.8571,,,,61,47,6,9,4.71428571428571,,,,,,
2022-08-10,2115.0,4.0,79,79,4,0.87,0.8,0.95,,54095398970915.8,,,,,1776.42857142857,3.4286,68.1428571428571,,,,,,,56867244641734.4,79.0,79.0,4.6,,,,68.1429,,,,79,80,4,3,4.85714285714286,,,,,,
2022-08-11,1759.0,2.0,74,74,4,0.89,0.81,0.97,,58328091993997.2,,,,,1740.85714285714,3.0,67.0,,,,,,,58088179296869.0,74.0,74.0,4.6,,,,67.0,,,,74,91,4,5,4.57142857142857,,,,,,
2022-08-12,1885.0,5.0,77,77,8,0.9,0.82,0.98,,66273512503740.5,,,,,1704.42857142857,2.8571,68.4285714285714,,,,,,,57491218418444.5,77.0,77.0,4.6,,,,68.4286,,,,77,56,8,4,5.42857142857143,,,,,,
